customer_id,full_name,country_of_residence,occupation,product_type,is_pep,risk_score,risk_rating,match_score,activity_ratio
101393,Ravi Osei,Brazil,Accountant,International Wire Transfers,0,35,Medium,0.36,7.96
101394,Rajesh Lindqvist,Canada,Real Estate Agent,Credit Card,0,50,Medium,0.35,4.4
101395,Noah Adeyemi,Japan,Software Engineer,Credit Card,0,20,Low,0.48,3.43
101396,Aisha Bello,Nigeria,Doctor,Savings Account,1,50,Medium,0.43,8.44
101397,Dmitri Khan,Australia,Civil Servant,Current Account,0,10,Low,0.67,2.87
101398,Tariq Patel,United Kingdom,Accountant,Current Account,0,10,Low,0.64,1.0
101399,Adebayo Sokolov,Netherlands,Nurse,Current Account,0,30,Medium,0.71,0.9
101400,Grace Al-Sayed,Mexico,Precious Metals Dealer,Savings Account,0,50,Medium,0.74,0.9
101401,Dmitri Wang,France,Car Dealer,Fixed Deposit,0,20,Low,0.58,1.0
101402,Zara Nakamura,Germany,Teacher,Savings Account,0,0,Low,0.48,1.0
101403,Amara Okafor,South Africa,Precious Metals Dealer,Savings Account,0,40,Medium,0.48,0.9
101404,Elena Ivanov,Australia,Jeweller,Crypto Wallet,0,40,Medium,0.72,1.0
101405,Noah Nakamoto,Japan,Nurse,Fixed Deposit,0,10,Low,0.72,6.03
101406,Zara Chen,United States,Retail Trader,Credit Card,0,30,Medium,0.38,1.2
101407,Dmitri Sokolov,Brazil,Nurse,Crypto Wallet,0,45,Medium,1.0,1.0
101408,Chen Andersson,United States,Real Estate Agent,Current Account,0,10,Low,0.4,1.2
101409,Elena Nakamura,Mexico,Doctor,Crypto Wallet,0,55,Medium,0.52,0.9
101410,Aisha Kowalski,Nigeria,Nurse,Savings Account,0,25,Medium,0.43,2.14
101411,Mary Khan,France,Teacher,Personal Loan,0,20,Low,0.38,0.9
101412,Amara Nakamura,Germany,Nurse,Credit Card,0,20,Low,0.54,1.0
101413,Tariq Petrov,France,Arms Dealer,Fixed Deposit,0,25,Medium,0.75,1.0
101414,Noah Kowalski,United Kingdom,Software Engineer,Current Account,0,10,Low,0.46,1.2
101415,Yuki Adeyemi,France,Real Estate Agent,Private Banking,0,55,Medium,0.42,1.0
101416,Sofia Brown,Canada,Jeweller,Current Account,0,20,Low,0.45,4.76
101417,Amara Johnson,Nigeria,Nurse,Current Account,0,25,Medium,0.39,8.48
101418,Carlos Al-Sayed,United Kingdom,Import/Export Trader,International Wire Transfers,1,65,High,0.79,1.2
101419,Ravi Nguyen,Canada,Nurse,Savings Account,0,10,Low,0.43,4.54
101420,Tariq Cole,Germany,Software Engineer,Personal Loan,0,20,Low,0.67,1.0
101421,Elena Wang,Germany,Doctor,Savings Account,0,10,Low,0.61,7.0
101422,Omar Haddad,United Kingdom,Teacher,Current Account,0,10,Low,0.7,5.43
101423,Wei Al-Sayed,United Kingdom,Teacher,Current Account,0,10,Low,0.77,1.0
101424,Aisha Yilmaz,Nigeria,Casino Operator,International Wire Transfers,0,60,High,0.42,3.53
101425,Priya Kowalski,United States,Teacher,Fixed Deposit,0,0,Low,0.44,5.95
101426,Kenji Adeyemi,India,Accountant,Current Account,0,25,Medium,0.37,0.9
101427,Noah Nguyen,United Kingdom,Accountant,Private Banking,0,20,Low,0.42,3.36
101428,Mary Muller,United Kingdom,Car Dealer,Current Account,0,20,Low,0.42,0.9
101429,Emma Osei,France,Doctor,Current Account,0,10,Low,0.45,1.0
101430,Aisha Smith,Canada,Civil Servant,Personal Loan,0,10,Low,0.43,0.9
101431,Ravi Rossi,India,Jeweller,International Wire Transfers,0,55,Medium,0.45,8.8
101432,Zara Nguyen,United Kingdom,Software Engineer,Current Account,0,0,Low,0.42,0.9
101433,Thomas Al-Sayed,Netherlands,Retail Trader,Savings Account,0,20,Low,0.86,4.08
101434,Adebayo Rossi,China,Car Dealer,Credit Card,0,45,Medium,0.39,6.14
101435,Mary Adeyemi,Kenya,Retail Trader,Current Account,0,25,Medium,0.56,1.0
101436,Kwame Nakamura,Iran,Accountant,Savings Account,0,55,Medium,0.62,1.0
101437,Priya Hall,United Kingdom,Teacher,Current Account,0,0,Low,0.45,1.0
101438,Adebayo Yilmaz,France,Doctor,International Wire Transfers,0,20,Low,0.38,4.13
101439,Carlos Khan,United Kingdom,Car Dealer,Current Account,0,10,Low,0.43,1.0
101440,Grace Al-Sayed,UAE,Retail Trader,International Wire Transfers,0,55,Medium,0.74,0.9
101441,Priya Khan,Canada,Cash-Intensive Business,Savings Account,0,35,Medium,0.45,8.21
101442,Mary Osei,United Kingdom,Nurse,Credit Card,0,10,Low,0.45,2.68
101443,Aisha Nakamoto,United States,Accountant,Personal Loan,0,20,Low,0.77,0.9
101444,Fatima Ivanov,Germany,Doctor,Current Account,0,10,Low,0.62,1.2
101445,Thomas Wang,Panama,Nurse,Credit Card,0,60,High,0.42,1.2
101446,Aisha Petrov,Russia,Jeweller,Current Account,0,60,High,0.75,0.9
101447,Elena Fitzgerald,Mexico,Car Dealer,Savings Account,0,50,Medium,0.48,1.0
101448,Dmitri Rossi,Brazil,Retail Trader,Trade Finance,0,55,Medium,0.64,7.72
101449,Kwame Khan,Australia,Arms Dealer,Fixed Deposit,0,35,Medium,0.37,6.21
101450,Adebayo Wang,UAE,Teacher,Personal Loan,0,25,Medium,0.42,0.9
101451,Mei Dubois,Nigeria,Car Dealer,Current Account,0,25,Medium,0.36,0.9
101452,Adebayo Dubois,Netherlands,Teacher,Current Account,0,0,Low,0.38,0.9
101453,Mary Yilmaz,UAE,Software Engineer,Crypto Wallet,0,45,Medium,0.33,1.2
101454,Carlos Chen,Japan,Import/Export Trader,Current Account,0,20,Low,0.42,1.0
101455,Priya Brown,Germany,Import/Export Trader,Credit Card,0,20,Low,0.43,1.0
101456,Fatima Chen,India,Doctor,Trade Finance,0,45,Medium,0.43,1.2
101457,Carlos Bello,Germany,Civil Servant,Credit Card,0,35,Medium,0.42,0.9
101458,Aisha Sokolov,Nigeria,Doctor,Crypto Wallet,0,45,Medium,0.69,1.0
101459,Ivan Haddad,Turkey,Teacher,Private Banking,1,60,High,0.78,1.0
101460,Sofia Haddad,Ireland,Civil Servant,Fixed Deposit,0,10,Low,0.75,1.0
101461,Hassan Nakamura,United Kingdom,Software Engineer,International Wire Transfers,0,30,Medium,0.56,1.0
101462,Mei Cole,Nigeria,Import/Export Trader,Fixed Deposit,0,25,Medium,0.48,2.42
101463,Grace Bello,Canada,Accountant,Credit Card,0,10,Low,0.42,2.8
101464,James Chen,Nigeria,Teacher,Personal Loan,0,35,Medium,0.36,1.2
101465,Adebayo Kimura,United States,Civil Servant,Personal Loan,0,35,Medium,0.38,1.0
101466,Rajesh Johnson,Afghanistan,Nurse,Personal Loan,0,60,High,0.37,1.0
101467,Kwame Khan,China,Software Engineer,Savings Account,0,15,Low,0.37,1.0
101468,Thomas Andersson,United Kingdom,Arms Dealer,Private Banking,0,45,Medium,0.43,0.9
101469,Benjamin Hall,Canada,Money Service Business,Savings Account,0,35,Medium,0.48,0.9
101470,Amara Cole,United Kingdom,Doctor,Crypto Wallet,0,20,Low,0.52,9.37
101471,Thomas Nakamoto,Nigeria,Money Service Business,International Wire Transfers,0,70,High,0.74,1.2
101472,Sergei Nguyen,United Kingdom,Retail Trader,International Wire Transfers,0,55,Medium,0.62,1.2
101473,Tariq Patel,Australia,Software Engineer,Savings Account,0,10,Low,0.64,1.0
101474,Ravi Bello,Turkey,Teacher,Savings Account,0,45,Medium,0.52,1.0
101475,Mary Volkov,Canada,Software Engineer,Savings Account,0,10,Low,0.75,3.34
101476,Ivan Sokolov,Germany,Civil Servant,Private Banking,0,30,Medium,0.72,7.89
101477,Noah Sokolov,Netherlands,Import/Export Trader,Current Account,0,10,Low,0.72,4.29
101478,Ivan Khan,Afghanistan,Accountant,Current Account,0,50,Medium,0.5,6.48
101479,Noah Smith,United States,Car Dealer,Credit Card,0,20,Low,0.35,4.19
101480,Chloe Andersson,France,Money Service Business,Fixed Deposit,0,35,Medium,0.38,1.0
101481,Kwame Muller,North Korea,Nurse,Personal Loan,0,60,High,0.4,1.2
101482,Chen Kimura,India,Import/Export Trader,Crypto Wallet,0,55,Medium,0.42,2.79
101483,Oluwaseun Nguyen,Canada,Real Estate Agent,Current Account,0,10,Low,0.34,1.0
101484,Chloe Osei,Panama,Accountant,Current Account,0,50,Medium,0.29,3.87
101485,Rajesh Mbeki,Brazil,Precious Metals Dealer,Credit Card,0,60,High,0.33,3.29
101486,Hassan Adeyemi,China,Doctor,Crypto Wallet,0,35,Medium,0.58,1.0
101487,Priya Silva,Germany,Retail Trader,Crypto Wallet,0,30,Medium,0.5,1.0
101488,Carlos Lindqvist,Nigeria,Accountant,Savings Account,0,25,Medium,0.34,1.0
101489,James Andersson,Afghanistan,Teacher,Crypto Wallet,0,60,High,0.38,1.0
101490,Yuki Patel,North Korea,Teacher,Credit Card,0,60,High,0.45,5.12
101491,Benjamin Fitzgerald,United States,Car Dealer,Personal Loan,0,40,Medium,0.39,5.25
101492,Yuki Nakamura,Australia,Cash-Intensive Business,Credit Card,0,50,Medium,0.64,9.5
101493,Kenji Hall,India,Doctor,International Wire Transfers,0,35,Medium,0.45,1.0
101494,Sofia Nguyen,United Kingdom,Precious Metals Dealer,Crypto Wallet,0,45,Medium,0.34,4.52
101495,Thomas Osei,Syria,Teacher,Credit Card,0,60,High,0.42,1.2
101496,Lucas Okonkwo,France,Money Service Business,Current Account,1,80,High,0.46,8.72
101497,Liam Brown,Japan,Casino Operator,Personal Loan,0,45,Medium,0.48,1.0
101498,Ingrid Silva,France,Software Engineer,Savings Account,0,10,Low,0.54,0.9
101499,Kenji Okonkwo,Germany,Car Dealer,Fixed Deposit,0,10,Low,0.52,5.0
101500,Elena Andersson,South Africa,Arms Dealer,Crypto Wallet,0,70,High,0.5,1.2
101501,Sergei Sokolov,Russia,Doctor,Credit Card,0,60,High,1.0,1.2
101502,Kenji Okonkwo,Germany,Accountant,Fixed Deposit,0,10,Low,0.52,1.0
101503,Noah Sokolov,Brazil,Software Engineer,Savings Account,0,40,Medium,0.72,1.0
101504,Elena Chen,Brazil,Accountant,Savings Account,0,35,Medium,0.52,3.18
101505,Mei Okonkwo,Netherlands,Retail Trader,Current Account,1,35,Medium,0.56,9.17
101506,Rajesh Ivanov,Kenya,Teacher,International Wire Transfers,0,45,Medium,0.69,1.2
101507,Aisha Adeyemi,China,Jeweller,Crypto Wallet,0,55,Medium,0.48,1.0
101508,Priya Brown,Myanmar,Money Service Business,Fixed Deposit,0,90,High,0.43,1.2
101509,Nadia Hall,Japan,Import/Export Trader,Personal Loan,0,30,Medium,0.73,1.2
101510,Fatima Mbeki,Mexico,Civil Servant,Savings Account,0,25,Medium,0.33,2.82
101511,Emma Khan,Japan,Nurse,Personal Loan,0,30,Medium,0.45,5.64
101512,Elena Brown,Nigeria,Cash-Intensive Business,Savings Account,0,40,Medium,0.58,1.0
101513,Ravi Wang,France,Real Estate Agent,Private Banking,0,40,Medium,0.45,1.2
101514,Mary Sokolov,United Kingdom,Nurse,International Wire Transfers,0,35,Medium,0.77,1.0
101515,James Patel,UAE,Jeweller,Savings Account,0,25,Medium,0.36,1.2
101516,Ingrid Chen,UAE,Money Service Business,Current Account,0,50,Medium,0.35,1.0
101517,Kwame Chen,India,Software Engineer,Current Account,0,25,Medium,0.36,4.42
101518,Ivan Osei,Netherlands,Teacher,International Wire Transfers,0,50,Medium,0.6,3.29
101519,Carlos Haddad,India,Nurse,Fixed Deposit,0,15,Low,0.67,1.0
101520,Emma Fitzgerald,India,Import/Export Trader,Savings Account,0,35,Medium,0.43,1.0
101521,Carlos Volkov,France,Teacher,International Wire Transfers,0,30,Medium,0.62,1.2
101522,James Reddy,Germany,Doctor,Fixed Deposit,0,25,Medium,0.36,1.2
101523,Oluwaseun Rossi,Japan,Civil Servant,Crypto Wallet,0,20,Low,0.38,1.0
101524,Aisha Khan,Nigeria,Money Service Business,Credit Card,0,60,High,0.52,0.9
101525,Elena Johnson,Russia,Arms Dealer,Savings Account,0,75,High,0.62,1.0
101526,Hassan Adeyemi,China,Teacher,Private Banking,0,45,Medium,0.58,1.0
101527,Sara Okonkwo,United Kingdom,Retail Trader,Personal Loan,0,20,Low,0.54,1.0
101528,Thomas Wang,United States,Arms Dealer,Personal Loan,0,35,Medium,0.42,4.17
101529,Zara Nakamoto,France,Real Estate Agent,Credit Card,0,30,Medium,0.72,1.0
101530,Yuki Okonkwo,Mexico,Civil Servant,International Wire Transfers,0,35,Medium,0.46,7.64
101531,Sara Yilmaz,India,Precious Metals Dealer,Fixed Deposit,0,50,Medium,0.35,5.44
101532,Thomas Petrov,India,Nurse,Credit Card,0,45,Medium,0.72,1.2
101533,Grace Petrov,Brazil,Civil Servant,Current Account,0,15,Low,0.7,0.9
101534,Yuki Andersson,Iran,Import/Export Trader,Savings Account,0,65,High,0.48,4.46
101535,Ravi Mbeki,Ireland,Nurse,International Wire Transfers,0,30,Medium,0.35,1.2
101536,Priya Johnson,United Kingdom,Teacher,Savings Account,0,10,Low,0.38,1.0
101537,Liam Smith,United States,Accountant,International Wire Transfers,0,30,Medium,0.38,1.0
101538,Chen Volkov,Nigeria,Civil Servant,Savings Account,0,25,Medium,0.75,6.56
101539,Amara Ivanov,France,Car Dealer,International Wire Transfers,0,30,Medium,0.64,1.0
101540,Lucas Johnson,Germany,Teacher,International Wire Transfers,0,20,Low,0.38,1.0
101541,Liam Kimura,Germany,Casino Operator,Crypto Wallet,0,55,Medium,0.42,1.0
101542,Zara Volkov,France,Accountant,Current Account,0,10,Low,0.67,5.46
101543,Ravi Hall,South Africa,Nurse,Fixed Deposit,0,25,Medium,0.48,1.0
101544,Chen Silva,Germany,Accountant,Savings Account,0,10,Low,0.52,1.2
101545,Ravi Okonkwo,United Kingdom,Teacher,Crypto Wallet,0,20,Low,0.56,9.26
101546,Hassan Cole,Brazil,Real Estate Agent,Current Account,0,35,Medium,0.5,3.09
101547,Hassan Andersson,Canada,Car Dealer,Savings Account,0,10,Low,0.55,4.46
101548,Nadia Bello,Nigeria,Accountant,Savings Account,0,25,Medium,0.52,1.2
101549,Hassan Volkov,France,Teacher,Current Account,0,10,Low,0.62,6.26
101550,Wei Johnson,Canada,Civil Servant,Current Account,0,0,Low,0.4,8.54
101551,Emma Ivanov,Canada,Accountant,Savings Account,1,25,Medium,0.67,2.6
101552,Sergei Okafor,India,Money Service Business,Private Banking,0,90,High,0.74,1.0
101553,Liam Reddy,Australia,Retail Trader,Savings Account,0,35,Medium,0.45,1.2
101554,Aisha Chen,United Kingdom,Retail Trader,Credit Card,0,20,Low,0.44,1.2
101555,Mei Khan,France,Civil Servant,Credit Card,0,20,Low,0.48,1.0
101556,Mohammed Adeyemi,Germany,Civil Servant,Fixed Deposit,0,10,Low,0.65,1.2
101557,Kenji Reddy,United States,Real Estate Agent,Savings Account,0,10,Low,0.43,1.2
101558,Ravi Okonkwo,India,Car Dealer,Credit Card,0,35,Medium,0.56,4.48
101559,James Osei,Nigeria,Casino Operator,Current Account,0,40,Medium,0.36,1.0
101560,Mohammed Petrov,China,Import/Export Trader,Current Account,0,35,Medium,0.62,1.0
101561,Dmitri Reddy,Turkey,Nurse,Savings Account,0,25,Medium,0.56,0.9
101562,Kenji Rossi,Netherlands,Jeweller,International Wire Transfers,0,40,Medium,0.33,1.2
101563,Mohammed Silva,United States,Software Engineer,Fixed Deposit,0,10,Low,0.69,0.9
101564,Dmitri Fitzgerald,Brazil,Accountant,Credit Card,0,35,Medium,0.53,8.57
101565,Mary Nguyen,United States,Teacher,Savings Account,0,10,Low,0.5,1.0
101566,Yuki Nakamura,Turkey,Arms Dealer,Current Account,0,50,Medium,0.64,4.31
101567,Grace Mbeki,United States,Software Engineer,Personal Loan,0,10,Low,0.33,1.0
101568,Amara Muller,United States,Teacher,Current Account,0,0,Low,0.48,4.06
101569,Thomas Brown,France,Software Engineer,Credit Card,0,10,Low,0.42,0.9
101570,Ingrid Haddad,France,Accountant,Credit Card,0,10,Low,0.64,1.2
101571,Lucas Kowalski,Brazil,Software Engineer,Credit Card,0,25,Medium,0.44,1.2
101572,Kenji Volkov,United Kingdom,Teacher,Savings Account,0,0,Low,0.72,1.0
101573,Tariq Johnson,Nigeria,Nurse,Crypto Wallet,0,35,Medium,0.52,0.9
101574,Wei Johnson,Japan,Money Service Business,International Wire Transfers,0,55,Medium,0.4,1.0
101575,Fatima Lindqvist,United Kingdom,Civil Servant,Savings Account,0,10,Low,0.36,4.11
101576,Tariq Muller,Mexico,Teacher,Current Account,0,15,Low,0.62,1.2
101577,Lucas Petrov,Canada,Import/Export Trader,Trade Finance,0,40,Medium,0.7,0.9
101578,Fatima Sokolov,Germany,Accountant,Credit Card,0,20,Low,0.71,1.0
101579,James Cole,Canada,Teacher,Private Banking,0,30,Medium,0.43,1.2
101580,Noah Chen,United Kingdom,Civil Servant,Savings Account,0,0,Low,0.36,1.0
101581,Liam Okafor,Myanmar,Nurse,International Wire Transfers,0,85,High,0.5,1.0
101582,Kwame Fitzgerald,Brazil,Nurse,Savings Account,0,15,Low,0.41,1.0
101583,Sara Dubois,France,Car Dealer,Personal Loan,0,30,Medium,0.35,1.0
101584,Ravi Cole,France,Doctor,Savings Account,0,10,Low,0.45,4.16
101585,Mohammed Lindqvist,South Africa,Teacher,Credit Card,0,55,Medium,0.67,1.0
101586,Mei Nakamura,Turkey,Jeweller,Personal Loan,0,45,Medium,0.58,3.85
101587,Priya Cole,United States,Software Engineer,Credit Card,0,20,Low,0.43,1.0
101588,Ravi Sokolov,UAE,Teacher,International Wire Transfers,0,50,Medium,0.8,1.0
101589,Kenji Reddy,Nigeria,Real Estate Agent,Savings Account,0,35,Medium,0.43,0.9
101590,Fatima Andersson,United Kingdom,Car Dealer,Private Banking,0,40,Medium,0.44,8.43
101591,Omar Chen,India,Nurse,Credit Card,0,25,Medium,0.55,1.0
101592,Carlos Bello,South Africa,Accountant,International Wire Transfers,0,60,High,0.42,1.0
101593,Chloe Kimura,India,Teacher,Trade Finance,0,35,Medium,0.33,1.2
101594,James Okonkwo,Canada,Accountant,Current Account,0,10,Low,0.54,1.2
101595,Chen Patel,Kenya,Retail Trader,Current Account,0,55,Medium,0.38,1.0
101596,Omar Smith,India,Software Engineer,Current Account,0,15,Low,0.52,1.0
101597,Sara Khan,Kenya,Retail Trader,Fixed Deposit,0,35,Medium,0.48,0.9
101598,Noah Ivanov,Japan,Retail Trader,Private Banking,0,60,High,0.58,0.9
101599,James Okonkwo,United Kingdom,Jeweller,Trade Finance,0,40,Medium,0.54,0.9
101600,Oluwaseun Adeyemi,India,Civil Servant,Crypto Wallet,0,35,Medium,0.41,5.57
101601,Oluwaseun Okafor,Brazil,Precious Metals Dealer,Credit Card,0,50,Medium,0.36,1.0
101602,Oluwaseun Osei,Japan,Software Engineer,Current Account,0,0,Low,0.32,1.0
101603,Yuki Yilmaz,United Kingdom,Accountant,Crypto Wallet,0,40,Medium,0.35,1.0
101604,Sofia Muller,Ireland,Accountant,Current Account,1,35,Medium,0.25,1.0
101605,Amara Andersson,United Kingdom,Nurse,International Wire Transfers,0,20,Low,0.43,0.9
101606,Mohammed Wang,Ireland,Import/Export Trader,Current Account,0,20,Low,0.65,0.9
101607,James Kimura,Canada,Retail Trader,Personal Loan,0,30,Medium,0.4,2.89
101608,Hassan Hall,United Kingdom,Doctor,Savings Account,0,10,Low,0.64,1.0
101609,Ivan Kimura,Japan,Accountant,Savings Account,0,10,Low,0.55,1.0
101610,Noah Johnson,Germany,Accountant,Current Account,0,10,Low,0.32,0.9
101611,Nadia Bello,Japan,Real Estate Agent,Current Account,0,10,Low,0.52,1.0
101612,Rajesh Smith,France,Teacher,Current Account,0,10,Low,0.33,5.38
101613,Amara Chen,Kenya,Retail Trader,Savings Account,0,25,Medium,0.43,1.0
101614,Rajesh Nakamura,Netherlands,Teacher,Savings Account,0,0,Low,0.44,2.24
101615,Liam Al-Sayed,Sweden,Civil Servant,Current Account,0,10,Low,0.77,8.56
101616,Yuki Rossi,Canada,Real Estate Agent,Savings Account,0,10,Low,0.38,1.0
101617,Nadia Hall,Mexico,Civil Servant,Current Account,0,25,Medium,0.73,8.35
101618,Chen Brown,Australia,Doctor,Credit Card,0,10,Low,0.38,2.51
101619,Chloe Haddad,China,Software Engineer,Savings Account,0,25,Medium,0.58,3.44
101620,Amara Johnson,UAE,Retail Trader,Private Banking,0,55,Medium,0.39,0.9
101621,Ivan Kimura,Germany,Money Service Business,Trade Finance,0,45,Medium,0.55,1.2
101622,Wei Fitzgerald,China,Nurse,Savings Account,0,25,Medium,0.37,4.28
101623,Sofia Rossi,Mexico,Teacher,Savings Account,0,25,Medium,0.45,1.2
101624,Zara Hall,India,Software Engineer,Current Account,0,25,Medium,0.48,0.9
101625,Noah Nakamoto,Brazil,Jeweller,Current Account,0,25,Medium,0.72,0.9
101626,Mei Okafor,United States,Money Service Business,Current Account,0,35,Medium,0.52,1.2
101627,Benjamin Johnson,United Kingdom,Casino Operator,Private Banking,0,55,Medium,0.41,1.2
101628,Sara Fitzgerald,Ireland,Teacher,Personal Loan,0,10,Low,0.37,2.1
101629,Ingrid Nakamura,Japan,Import/Export Trader,Current Account,0,10,Low,0.52,0.9
101630,Omar Kimura,Germany,Arms Dealer,Fixed Deposit,0,25,Medium,0.5,1.2
101631,Lucas Fitzgerald,Netherlands,Real Estate Agent,Crypto Wallet,0,30,Medium,0.36,1.0
101632,Fatima Patel,Mexico,Nurse,Private Banking,0,45,Medium,0.42,1.0
101633,Ravi Nakamura,Nigeria,Software Engineer,Private Banking,0,35,Medium,0.56,0.9
101634,Noah Petrov,Netherlands,Retail Trader,Savings Account,0,55,Medium,0.73,1.0
101635,Oluwaseun Kowalski,Russia,Accountant,Current Account,0,50,Medium,0.39,8.68
101636,James Patel,United Kingdom,Retail Trader,Current Account,0,20,Low,0.36,1.0
101637,Omar Rossi,Turkey,Import/Export Trader,Credit Card,0,45,Medium,0.52,1.0
101638,Ivan Cole,United Kingdom,Civil Servant,Fixed Deposit,0,10,Low,0.6,0.9
101639,Kenji Reddy,Iran,Cash-Intensive Business,Savings Account,0,65,High,0.43,1.2
101640,Rajesh Smith,Germany,Software Engineer,Fixed Deposit,1,50,Medium,0.33,2.68
101641,Sara Dubois,Turkey,Doctor,Private Banking,0,35,Medium,0.35,1.0
101642,Wei Adeyemi,Netherlands,Software Engineer,Private Banking,0,45,Medium,0.4,1.0
101643,Amara Fitzgerald,Germany,Doctor,Credit Card,0,20,Low,0.48,3.82
101644,Ivan Okonkwo,Nigeria,Doctor,Fixed Deposit,0,15,Low,0.52,1.0
101645,James Andersson,Sweden,Nurse,Savings Account,0,10,Low,0.38,8.09
101646,Sofia Nguyen,UAE,Accountant,Current Account,0,25,Medium,0.34,1.0
101647,Noah Kimura,Mexico,Real Estate Agent,Credit Card,0,45,Medium,0.35,1.2
101648,Kwame Okonkwo,Japan,Civil Servant,Current Account,1,25,Medium,0.54,1.2
101649,Rajesh Sokolov,Turkey,Doctor,Savings Account,0,25,Medium,0.74,7.64
101650,Carlos Petrov,Ireland,Car Dealer,Fixed Deposit,0,20,Low,0.72,0.9
101651,Hassan Hall,Japan,Casino Operator,Credit Card,0,45,Medium,0.64,4.22
101652,Hassan Muller,Canada,Doctor,Personal Loan,0,20,Low,0.47,1.0
101653,Sergei Kimura,United States,Retail Trader,International Wire Transfers,0,30,Medium,0.69,2.12
101654,Fatima Yilmaz,Ireland,Teacher,Private Banking,0,30,Medium,0.4,1.0
101655,Sofia Johnson,Ireland,Software Engineer,Crypto Wallet,0,30,Medium,0.32,1.0
101656,Lucas Okafor,Japan,Teacher,Current Account,0,10,Low,0.48,4.47
101657,Rajesh Andersson,Australia,Accountant,Savings Account,1,35,Medium,0.41,1.2
101658,Grace Yilmaz,India,Doctor,Savings Account,0,45,Medium,0.32,8.45
101659,Fatima Muller,Australia,Money Service Business,Fixed Deposit,0,25,Medium,0.38,3.7
101660,Dmitri Nakamoto,Japan,Jeweller,Crypto Wallet,0,30,Medium,0.74,1.0
101661,Priya Patel,Brazil,Teacher,Savings Account,0,25,Medium,0.45,1.0
101662,Ivan Patel,Germany,Import/Export Trader,Savings Account,0,10,Low,0.67,5.01
101663,Liam Fitzgerald,Japan,Civil Servant,Savings Account,0,10,Low,0.38,4.11
101664,Ravi Smith,United States,Precious Metals Dealer,Savings Account,0,35,Medium,0.37,1.0
101665,Kwame Nakamoto,Germany,Software Engineer,Current Account,0,25,Medium,0.85,8.0
101666,Nadia Haddad,United States,Teacher,Trade Finance,0,20,Low,1.0,1.0
101667,Mary Nakamoto,Russia,Teacher,Fixed Deposit,0,50,Medium,0.8,0.9
101668,Nadia Fitzgerald,United Kingdom,Car Dealer,Savings Account,0,10,Low,0.57,0.9
101669,Zara Al-Sayed,UAE,Car Dealer,Savings Account,0,55,Medium,0.85,1.0
101670,Omar Smith,India,Software Engineer,International Wire Transfers,0,45,Medium,0.52,0.9
101671,Elena Yilmaz,United Kingdom,Accountant,Credit Card,0,10,Low,0.64,6.07
101672,Adebayo Bello,Germany,Civil Servant,Fixed Deposit,0,0,Low,0.38,2.32
101673,Emma Al-Sayed,United States,Import/Export Trader,International Wire Transfers,0,30,Medium,0.85,0.9
101674,Carlos Rossi,Netherlands,Teacher,Credit Card,0,20,Low,0.42,4.87
101675,Rajesh Sokolov,Germany,Import/Export Trader,Personal Loan,0,30,Medium,0.74,1.0
101676,Lucas Wang,Nigeria,Teacher,Fixed Deposit,0,15,Low,0.37,1.0
101677,Sofia Smith,Canada,Real Estate Agent,Personal Loan,0,30,Medium,0.35,4.17
101678,Priya Yilmaz,Sweden,Doctor,Current Account,0,0,Low,0.33,1.0
101679,Hassan Cole,Nigeria,Accountant,Fixed Deposit,0,25,Medium,0.5,1.0
101680,Benjamin Osei,France,Arms Dealer,Personal Loan,0,45,Medium,0.38,1.2
101681,Lucas Silva,Germany,Civil Servant,Personal Loan,0,10,Low,0.5,2.53
101682,Kenji Lindqvist,Nigeria,Real Estate Agent,Current Account,1,60,High,0.43,1.0
101683,Tariq Kimura,United Kingdom,Nurse,Savings Account,0,0,Low,0.54,1.0
101684,Ivan Nakamura,United Kingdom,Retail Trader,Trade Finance,0,30,Medium,0.56,1.2
101685,Sergei Dubois,Nigeria,Software Engineer,Savings Account,0,25,Medium,0.62,1.0
101686,Grace Nguyen,South Africa,Nurse,Personal Loan,0,35,Medium,0.32,1.0
101687,Benjamin Kowalski,United Kingdom,Car Dealer,Personal Loan,0,30,Medium,0.47,1.0
101688,Mei Lindqvist,Sweden,Civil Servant,Savings Account,0,10,Low,0.46,1.0
101689,Benjamin Dubois,France,Doctor,Crypto Wallet,0,30,Medium,0.37,0.9
101690,Benjamin Mbeki,China,Real Estate Agent,Savings Account,0,25,Medium,0.37,0.9
101691,Sofia Nakamura,Mexico,Doctor,Savings Account,0,25,Medium,0.54,1.2
101692,Sofia Nguyen,Germany,Cash-Intensive Business,Trade Finance,1,70,High,0.34,2.25
101693,Mohammed Hall,United Kingdom,Retail Trader,Savings Account,0,20,Low,0.71,1.0
101694,Chloe Rossi,South Africa,Software Engineer,Crypto Wallet,0,35,Medium,0.35,1.0
101695,Zara Johnson,Germany,Teacher,Savings Account,0,10,Low,0.33,1.0
101696,Liam Rossi,Sweden,Civil Servant,Current Account,0,0,Low,0.48,5.12
101697,Mohammed Chen,Turkey,Civil Servant,International Wire Transfers,0,35,Medium,0.65,1.0
101698,Rajesh Lindqvist,Russia,Software Engineer,Fixed Deposit,0,50,Medium,0.35,1.0
101699,Wei Mbeki,Germany,Import/Export Trader,Private Banking,0,50,Medium,0.36,2.33
101700,Ingrid Kimura,France,Jeweller,Savings Account,1,35,Medium,0.38,0.9
